schcd,school_name,distname,blkname,cluname,schmgt_desc,schmgtdet_desc,schcat_desc,school_medium,lowest_class,highest_class,school_close,Std_1,Std_2,Std_3,Std_4,Std_5,Std_6,Std_7,Std_8,Std_9,Std_10,Std_11,Std_12
27250100101,ZPPS AVSARI BU                                                                                                                                                                                                                                            ,Pune,Ambegaon,Mengadewadi,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,72,76,85,92,0,0,0,0,0,0,0,0
27250100102,VIDYA VIKAS HIGH SCH AVSARI BU                                                                                                                                                                                                                            ,Pune,Ambegaon,Mengadewadi,Private (Education Dept.),Private Aided,Pr. with Up.Pr. sec. and H.Sec.,"English, Hindi, Marathi, Urdu",5,12,N,0,0,0,0,145,137,212,228,222,213,97,99
27250100201,ZPPS GAVDEWADI                                                                                                                                                                                                                                            ,Pune,Ambegaon,Mengadewadi,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,28,21,31,35,37,45,37,0,0,0,0,0
27250100202,"HirKani Vidyalaya, Gawadewadi                                                                                                                                                                                                                             ",Pune,Ambegaon,Mengadewadi,Private (Education Dept.),Private Aided,Upper Pr. and Secondary,Marathi,8,10,N,0,0,0,0,0,0,0,48,41,51,0,0
27250100301,ZPPS TAVHAREWADI                                                                                                                                                                                                                                          ,Pune,Ambegaon,Mengadewadi,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,5,13,10,9,0,0,0,0,0,0,0,0
27250100401,ZPPS MEGADEWADI                                                                                                                                                                                                                                           ,Pune,Ambegaon,Mengadewadi,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,2,4,3,6,2,3,2,0,0,0,0,0
27250100402,ZPPS GAVARMALA                                                                                                                                                                                                                                            ,Pune,Ambegaon,Mengadewadi,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,3,8,1,4,0,0,0,0,0,0,0,0
27250100501,ZPPS NIRGUDSAR                                                                                                                                                                                                                                            ,Pune,Ambegaon,Mengadewadi,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,30,44,42,41,0,0,0,0,0,0,0,0
27250100502,ZPPS VALSEMALA                                                                                                                                                                                                                                            ,Pune,Ambegaon,Mengadewadi,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,5,13,9,9,0,0,0,0,0,0,0,0
27250100503,ZPPS BELSARWADI                                                                                                                                                                                                                                           ,Pune,Ambegaon,Mengadewadi,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,7,4,6,5,0,0,0,0,0,0,0,0
27250100504,PANDIT JAVAHARLAL NEHARU VIDY                                                                                                                                                                                                                             ,Pune,Ambegaon,Mengadewadi,Private (Education Dept.),Private Aided,Up. Pr. Secondary and Higher Sec,"English, Hindi, Marathi, Urdu",5,12,N,0,0,0,0,70,65,78,96,92,95,27,32
27250100601,ZPPS JARKARWADI                                                                                                                                                                                                                                           ,Pune,Ambegaon,Pargaon,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,30,27,39,52,36,36,40,0,0,0,0,0
27250100602,ADARSH HIGH SCH                                                                                                                                                                                                                                           ,Pune,Ambegaon,Pargaon,Private (Education Dept.),Private Aided,Upper Pr. and Secondary,Marathi,8,10,N,0,0,0,0,0,0,0,31,40,31,0,0
27250100603,ZPPS DYANESHWARWASTI                                                                                                                                                                                                                                      ,Pune,Ambegaon,Dhamani,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,2,6,6,7,0,0,0,0,0,0,0,0
27250100604,ZPPS DHOBALEWADI                                                                                                                                                                                                                                          ,Pune,Ambegaon,Pargaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,5,9,3,9,0,0,0,0,0,0,0,0
27250100701,ZPPS DHAMNI                                                                                                                                                                                                                                               ,Pune,Ambegaon,Dhamani,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,21,23,23,31,0,0,0,0,0,0,0,0
27250100702,SHREE SHIVAJI VID. DHAMANI                                                                                                                                                                                                                                ,Pune,Ambegaon,Dhamani,Private (Education Dept.),Private Aided,Up. Pr. Secondary and Higher Sec,"English, Hindi, Marathi, Urdu",5,12,N,0,0,0,0,44,26,42,58,48,36,33,28
27250100801,ZPPS PAHADDARA                                                                                                                                                                                                                                            ,Pune,Ambegaon,Dhamani,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,2,5,6,4,0,0,0,0,0,0,0,0
27250100802,ZPPS THAKARWADI                                                                                                                                                                                                                                           ,Pune,Ambegaon,Dhamani,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,8,5,7,7,0,0,0,0,0,0,0,0
27250100901,ZPPS SHIRDALE                                                                                                                                                                                                                                             ,Pune,Ambegaon,Dhamani,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,1,2,1,1,0,0,0,0,0,0,0,0
27250101001,ZPPS LONI                                                                                                                                                                                                                                                 ,Pune,Ambegaon,Dhamani,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,27,34,23,24,0,0,0,0,0,0,0,0
27250101002,SHREE BHAIRVNATH VIDHYADHAM                                                                                                                                                                                                                               ,Pune,Ambegaon,Dhamani,Private (Education Dept.),Private Aided,Up. Pr. Secondary and Higher Sec,Marathi,5,12,N,0,0,0,0,42,22,36,54,43,41,40,40
27250101101,ZPPS KHADAKWADI                                                                                                                                                                                                                                           ,Pune,Ambegaon,Dhamani,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,13,11,14,27,0,0,0,0,0,0,0,0
27250101102,MADHYAMIK VIDYALAY KHADAKWADI                                                                                                                                                                                                                             ,Pune,Ambegaon,Dhamani,Private (Education Dept.),Private Aided,Upper Pr. and Secondary,Marathi,5,10,N,0,0,0,0,20,16,12,25,17,24,0,0
27250101201,ZPPS RANMALA                                                                                                                                                                                                                                              ,Pune,Ambegaon,Dhamani,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,5,2,4,4,0,0,0,0,0,0,0,0
27250101202,ZPPS VALUNJNAGAR                                                                                                                                                                                                                                          ,Pune,Ambegaon,Dhamani,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,3,3,6,8,0,0,0,0,0,0,0,0
27250101301,ZPPS VADGAONPIR                                                                                                                                                                                                                                           ,Pune,Ambegaon,Dhamani,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,7,9,8,17,14,9,10,0,0,0,0,0
27250101302,PRAGATI VID.VADGAON PEER                                                                                                                                                                                                                                  ,Pune,Ambegaon,Dhamani,Private (Education Dept.),Private Aided,Upper Pr. and Secondary,Marathi,8,10,N,0,0,0,0,0,0,0,20,12,16,0,0
27250101401,ZPPS MANDLEWADI                                                                                                                                                                                                                                           ,Pune,Ambegaon,Dhamani,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,7,7,6,8,6,4,3,0,0,0,0,0
27250101501,ZPPS LAKHANGAON                                                                                                                                                                                                                                           ,Pune,Ambegaon,Pargaon,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,26,28,30,34,26,21,15,0,0,0,0,0
27250101502,"NEW ENGLISH SCHOOL, LAKHANGAON                                                                                                                                                                                                                            ",Pune,Ambegaon,Pargaon,Private (Education Dept.),Private Un-aided,Upper Pr. and Secondary,Marathi,8,10,N,0,0,0,0,0,0,0,39,42,25,0,0
27250101601,ZPPS PONDEWADI                                                                                                                                                                                                                                            ,Pune,Ambegaon,Pargaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,17,14,19,20,0,0,0,0,0,0,0,0
27250101602,HIGH SCH PONDEWADI                                                                                                                                                                                                                                        ,Pune,Ambegaon,Pargaon,Private (Education Dept.),Private Aided,Upper Pr. and Secondary,Marathi,5,10,N,0,0,0,0,12,13,21,21,24,24,0,0
27250101701,ZPPS KATHAPUR BU                                                                                                                                                                                                                                          ,Pune,Ambegaon,Pargaon,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,13,16,17,15,17,13,9,0,0,0,0,0
27250101702,ZPPS ZAP KATHAPUR BU                                                                                                                                                                                                                                      ,Pune,Ambegaon,Pargaon,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,8,9,14,10,6,5,5,0,0,0,0,0
27250101801,ZPSS DEOGAON                                                                                                                                                                                                                                              ,Pune,Ambegaon,Pargaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,4,10,4,14,0,0,0,0,0,0,0,0
27250101901,ZPPS PARGAON TARFE AVSARI BU                                                                                                                                                                                                                              ,Pune,Ambegaon,Pargaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,34,54,48,70,0,0,0,0,0,0,0,0
27250101902,ZPPS NIMANBET                                                                                                                                                                                                                                             ,Pune,Ambegaon,Pargaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,9,4,7,3,0,0,0,0,0,0,0,0
27250101903,SHREE SANGMESHWAR VID.PARGAON                                                                                                                                                                                                                             ,Pune,Ambegaon,Pargaon,Private (Education Dept.),Private Aided,Up. Pr. Secondary and Higher Sec,Marathi,5,12,N,0,0,0,0,63,75,68,106,112,100,121,154
27250101904,ZPPS SKARSHALA PARGAON                                                                                                                                                                                                                                    ,Pune,Ambegaon,Pargaon,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,5,2,4,2,1,2,3,0,0,0,0,0
27250101905,Dattatray Govindrao Walse Patil New English School                                                                                                                                                                                                        ,Pune,Ambegaon,Pargaon,Private (Education Dept.),Self-Financed,Pr. Up Pr. and Secondary Only,Marathi,1,10,N,65,30,35,42,30,28,22,16,0,0,0,0
27250101906,Dattatray Walse Patil Higher Secondary School                                                                                                                                                                                                             ,Pune,Ambegaon,Pargaon,Private (Education Dept.),Self-Financed,Higher Secondary only/Jr. College,Marathi,11,12,N,0,0,0,0,0,0,0,0,0,0,84,111
27250102001,ZPPS JAVALE                                                                                                                                                                                                                                               ,Pune,Ambegaon,Mengadewadi,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,4,8,13,14,0,0,0,0,0,0,0,0
27250102101,ZPPS BHARADI                                                                                                                                                                                                                                              ,Pune,Ambegaon,Mengadewadi,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,18,12,13,7,13,11,11,0,0,0,0,0
27250102201,ZPPS MANCHAR NO 1                                                                                                                                                                                                                                         ,Pune,Ambegaon,Moradewadi,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,35,35,48,61,32,35,27,0,0,0,0,0
27250102202,ZPPS MANCHAR NO 2 URDU                                                                                                                                                                                                                                    ,Pune,Ambegaon,Moradewadi,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,12,18,11,17,0,0,0,0,0,0,0,0
27250102204,ZPPS MULEWADI                                                                                                                                                                                                                                             ,Pune,Ambegaon,Moradewadi,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,7,12,17,12,0,0,0,0,0,0,0,0
27250102205,ZPPS LONDHEMALA                                                                                                                                                                                                                                           ,Pune,Ambegaon,Moradewadi,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,42,38,39,41,0,0,0,0,0,0,0,0
27250102206,MAHATMA GANDHI PRATIMIK VIDYALAY MANCHAR                                                                                                                                                                                                                  ,Pune,Ambegaon,Moradewadi,Private (Education Dept.),Private Aided,Primary,Marathi,1,4,N,137,104,128,153,0,0,0,0,0,0,0,0
27250102207,MAHATMA GANDHI VIDYALAYA MANCHAR                                                                                                                                                                                                                          ,Pune,Ambegaon,Moradewadi,Private (Education Dept.),Private Aided,Up. Pr. Secondary and Higher Sec,"English, Marathi",5,12,N,0,0,0,0,201,191,217,372,392,367,413,387
27250102209,DR MUMTAZ AHMED KHAN URDU HIGH.                                                                                                                                                                                                                           ,Pune,Ambegaon,Moradewadi,Private (Education Dept.),Private Aided,Pr. Up Pr. and Secondary Only,Marathi,5,10,N,0,0,0,0,15,26,20,23,29,18,0,0
27250102210,"NALANDA ENGLISH MEDIUM SCHOOL,                                                                                                                                                                                                                            ",Pune,Ambegaon,Moradewadi,Private (Education Dept.),Self-Financed,Pr. Up Pr. and Secondary Only,Marathi,1,10,N,58,83,70,62,71,59,52,60,164,137,0,0
27250102212,ANNASAHEB AWATE JUNIOR COLLEGE                                                                                                                                                                                                                            ,Pune,Ambegaon,Moradewadi,Private (Education Dept.),Private Aided,Higher secondary with senior college,Marathi,11,12,N,0,0,0,0,0,0,0,0,0,0,504,320
27250102213,Mahatma Gandhi Primary English Medium School Manchar                                                                                                                                                                                                      ,Pune,Ambegaon,Moradewadi,Private (Education Dept.),Self-Financed,Pr. Up Pr. and Secondary Only,Marathi,1,10,N,56,50,46,35,35,0,0,0,0,0,0,0
27250102214,NEW OXFORD INTERNATIONAL SCHOOL MANCHAR                                                                                                                                                                                                                   ,Pune,Ambegaon,Moradewadi,Private (Education Dept.),Self-Financed,Primary,Marathi,1,5,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
27250102302,ZPPS BHEKEMALA                                                                                                                                                                                                                                            ,Pune,Ambegaon,Moradewadi,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,4,5,5,4,0,0,0,0,0,0,0,0
27250102303,ZPPS MORDEWADI                                                                                                                                                                                                                                            ,Pune,Ambegaon,Moradewadi,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,63,72,95,71,72,82,59,0,0,0,0,0
27250102401,ZPPS NIGHOTWADI                                                                                                                                                                                                                                           ,Pune,Ambegaon,Landewadi,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,4,3,12,14,11,10,5,0,0,0,0,0
27250102402,ZPPS LANDKMAL                                                                                                                                                                                                                                             ,Pune,Ambegaon,Moradewadi,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,11,7,6,15,0,0,0,0,0,0,0,0
27250102403,ZPPS DASTURWADI                                                                                                                                                                                                                                           ,Pune,Ambegaon,Moradewadi,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,10,6,4,7,0,0,0,0,0,0,0,0
27250102501,ZPPS SHEWALWADI                                                                                                                                                                                                                                           ,Pune,Ambegaon,Moradewadi,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,11,5,9,4,0,0,0,0,0,0,0,0
27250102502,ZPPS MANIPUR                                                                                                                                                                                                                                              ,Pune,Ambegaon,Moradewadi,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,4,10,9,7,0,0,0,0,0,0,0,0
27250102601,ZPPS PIMPALGAON TARPHE MAHALUN                                                                                                                                                                                                                            ,Pune,Ambegaon,Chandoli,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,5,N,115,126,116,130,110,0,0,0,0,0,0,0
27250102602,ZPPS KAMTHEMALA                                                                                                                                                                                                                                           ,Pune,Ambegaon,Awasari,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,5,4,3,5,0,0,0,0,0,0,0,0
27250102603,SHRIRAM VIDY PIMPALGAON                                                                                                                                                                                                                                   ,Pune,Ambegaon,Chandoli,Private (Education Dept.),Private Aided,Upper Pr. and Secondary,Marathi,5,10,N,0,0,0,0,0,60,75,70,58,60,0,0
27250102701,ZPPS CHANDOLI KHU                                                                                                                                                                                                                                         ,Pune,Ambegaon,Chandoli,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,13,17,16,24,22,12,23,0,0,0,0,0
27250102801,ZPPS PETH                                                                                                                                                                                                                                                 ,Pune,Ambegaon,Karegaon,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,26,37,46,47,19,14,8,0,0,0,0,0
27250102802,NIVRUTISHETH DAGI PAVLE VIDYA                                                                                                                                                                                                                             ,Pune,Ambegaon,Karegaon,Private (Education Dept.),Private Aided,Up. Pr. Secondary and Higher Sec,Marathi,5,12,N,0,0,0,0,60,101,112,110,106,115,140,135
27250102803,SHRI WAKESHWAR ENG MIDIUM SCHOOL PETH                                                                                                                                                                                                                     ,Pune,Ambegaon,Karegaon,Private (Education Dept.),Self-Financed,Primary,"English, Marathi",1,4,N,58,58,30,43,0,0,0,0,0,0,0,0
27250102804,ANUSUCHIT JATI V NAVBAUDHA BOYS SHASKIYA NIVASI SCHOOL PETH                                                                                                                                                                                               ,Pune,Ambegaon,Karegaon,Social Welfare,Govt. Social Welfare,Upper Pr. and Secondary,Marathi,6,10,N,0,0,0,0,0,22,36,30,30,17,0,0
27250102901,ZPPS SHREERAMNAGAR                                                                                                                                                                                                                                        ,Pune,Ambegaon,Karegaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,1,2,3,4,0,0,0,0,0,0,0,0
27250103001,ZPPS PARGAON TARPHE KHED                                                                                                                                                                                                                                  ,Pune,Ambegaon,Karegaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,28,26,32,44,0,0,0,0,0,0,0,0
27250103002,ZPPS MALIMALA                                                                                                                                                                                                                                             ,Pune,Ambegaon,Karegaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,3,5,6,3,0,0,0,0,0,0,0,0
27250103003,ZPPS GANGEWADI                                                                                                                                                                                                                                            ,Pune,Ambegaon,Karegaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,4,5,12,7,0,0,0,0,0,0,0,0
27250103004,NAVKHAND HIGH SCH                                                                                                                                                                                                                                         ,Pune,Ambegaon,Karegaon,Private (Education Dept.),Private Aided,Pr. Up Pr. and Secondary Only,Marathi,5,10,N,0,0,0,0,53,37,50,48,52,42,0,0
27250103101,ZPPS EKLAHARE                                                                                                                                                                                                                                             ,Pune,Ambegaon,Chandoli,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,11,7,11,13,0,0,0,0,0,0,0,0
27250103102,ZPPS SHINDEWADI                                                                                                                                                                                                                                           ,Pune,Ambegaon,Chandoli,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,4,8,5,6,0,0,0,0,0,0,0,0
27250103201,ZPPS SULTANPUR                                                                                                                                                                                                                                            ,Pune,Ambegaon,Landewadi,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,3,5,5,3,0,0,0,0,0,0,0,0
27250103301,ZPPS WADGAON KASHINBEG                                                                                                                                                                                                                                    ,Pune,Ambegaon,Landewadi,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,17,24,28,20,18,19,30,0,0,0,0,0
27250103401,ZPPS VALUNJWADI                                                                                                                                                                                                                                           ,Pune,Ambegaon,Landewadi,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,10,10,7,16,0,0,0,0,0,0,0,0
27250103501,ZPPS AWASARI KURD NO 1                                                                                                                                                                                                                                    ,Pune,Ambegaon,Awasari,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,5,N,64,46,67,53,41,0,0,0,0,0,0,0
27250103503,SHRI BHIRAVNATH VID. TANTRIK                                                                                                                                                                                                                              ,Pune,Ambegaon,Awasari,Private (Education Dept.),Private Aided,Up. Pr. Secondary and Higher Sec,Marathi,5,12,N,0,0,0,0,37,81,78,83,86,93,0,0
27250103504,NEW OXFORD INTERNATIONAL SCHOOL                                                                                                                                                                                                                           ,Pune,Ambegaon,Awasari,Private (Education Dept.),Self-Financed,Primary with Upper Primary,"English, Hindi, Marathi, Urdu",1,8,N,35,19,17,19,15,14,10,8,0,0,0,0
27250103601,ZPPS VAYALMALA                                                                                                                                                                                                                                            ,Pune,Ambegaon,Awasari,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,4,6,7,4,0,0,0,0,0,0,0,0
27250103602,ZPPS KARALEWADI                                                                                                                                                                                                                                           ,Pune,Ambegaon,Awasari,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,1,4,4,3,0,0,0,0,0,0,0,0
27250103701,ZPPS SHINDEMALA                                                                                                                                                                                                                                           ,Pune,Ambegaon,Awasari,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,8,13,8,16,0,0,0,0,0,0,0,0
27250103801,ZPPS BHORWADI                                                                                                                                                                                                                                             ,Pune,Ambegaon,Awasari,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,7,9,7,12,0,2,3,0,0,0,0,0
27250104001,ZPPS TAMBADEMALA                                                                                                                                                                                                                                          ,Pune,Ambegaon,Awasari,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,4,5,4,6,0,0,0,0,0,0,0,0
27250104101,ZPPS KALAMB                                                                                                                                                                                                                                               ,Pune,Ambegaon,Chandoli,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,34,41,59,56,0,0,0,0,0,0,0,0
27250104102,ZPPS GANESHWADI                                                                                                                                                                                                                                           ,Pune,Ambegaon,Chandoli,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,3,3,1,1,0,0,0,0,0,0,0,0
27250104103,ZPPS VARPEMALA                                                                                                                                                                                                                                            ,Pune,Ambegaon,Chandoli,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,13,11,6,6,0,0,0,0,0,0,0,0
27250104104,KAMALJADEVI VIDYALAYA KALAMB                                                                                                                                                                                                                              ,Pune,Ambegaon,Chandoli,Private (Education Dept.),Private Aided,Up. Pr. Secondary and Higher Sec,"English, Hindi, Marathi, Urdu",5,12,N,0,0,0,0,79,88,73,114,103,99,30,35
27250104201,ZPPS NANDUR                                                                                                                                                                                                                                               ,Pune,Ambegaon,Sakore,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,0,2,0,0,0,0,0,0,0,0,0,0
27250104301,ZPPS TAKEWADI                                                                                                                                                                                                                                             ,Pune,Ambegaon,Sakore,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,6,7,8,2,0,0,0,0,0,0,0,0
27250104302,ZPPS THAKARWADI TAKEWADI                                                                                                                                                                                                                                  ,Pune,Ambegaon,Sakore,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,7,4,7,2,0,0,0,0,0,0,0,0
27250104401,ZPPS VITTALWADI                                                                                                                                                                                                                                           ,Pune,Ambegaon,Sakore,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,5,N,10,7,5,4,0,0,0,0,0,0,0,0
27250104501,ZPPS MAHALUNGE PADWAL                                                                                                                                                                                                                                     ,Pune,Ambegaon,Sakore,Local Body,Zilla Parishad (Primary),Primary,"English, Hindi, Marathi, Urdu",1,4,N,52,41,60,78,0,0,0,0,0,0,0,0
27250104502,ZPPS ANANDWADI                                                                                                                                                                                                                                            ,Pune,Ambegaon,Sakore,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,5,N,0,0,1,0,0,0,0,0,0,0,0,0
27250104503,Hutatma Babu Genu Vidyalya Mahalunge Padaval                                                                                                                                                                                                              ,Pune,Ambegaon,Sakore,Private (Education Dept.),Private Aided,Up. Pr. Secondary and Higher Sec,Marathi,5,12,N,0,0,0,0,86,78,94,110,93,103,42,30
27250104504,ZPPS FULEWADI                                                                                                                                                                                                                                             ,Pune,Ambegaon,Sakore,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,5,N,3,3,5,6,0,0,0,0,0,0,0,0
27250104505,ZPPS THAKARWADI DESAWALA                                                                                                                                                                                                                                  ,Pune,Ambegaon,Sakore,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,6,12,2,12,0,0,0,0,0,0,0,0
27250104601,ZPPS  SAKORE                                                                                                                                                                                                                                              ,Pune,Ambegaon,Sakore,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,11,16,7,23,20,11,10,0,0,0,0,0
27250104701,ZPPS CHANDOLI BU                                                                                                                                                                                                                                          ,Pune,Ambegaon,Chandoli,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,29,38,44,40,38,52,50,0,0,0,0,0
27250104801,ZPPS KHADKI                                                                                                                                                                                                                                               ,Pune,Ambegaon,Chandoli,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,16,7,21,24,0,0,0,0,0,0,0,0
27250104802,ZPPS PANDHARIWASTI                                                                                                                                                                                                                                        ,Pune,Ambegaon,Chandoli,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,6,7,8,10,0,0,0,0,0,0,0,0
27250104803,ZPPS DIGAD VASAHAT                                                                                                                                                                                                                                        ,Pune,Ambegaon,Chandoli,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,6,4,5,8,0,0,0,0,0,0,0,0
27250104804,"KALBHAIRAVNATH, SOU LAXMIBAI BABURAO BANGAR VIDYALAY KHADKI                                                                                                                                                                                               ",Pune,Ambegaon,Chandoli,Private (Education Dept.),Private Aided,Pr. Up Pr. and Secondary Only,Marathi,5,10,N,0,0,0,0,43,28,37,47,38,36,0,0
27250104901,ZPPS LAUKI                                                                                                                                                                                                                                                ,Pune,Ambegaon,Chandoli,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,18,14,13,17,18,7,9,0,0,0,0,0
27250104902,ZPPS BHAIRAVNATHWADI (LOUKI)                                                                                                                                                                                                                              ,Pune,Ambegaon,Chandoli,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,1,1,5,1,0,0,0,0,0,0,0,0
27250105001,ZPPS RAJANI                                                                                                                                                                                                                                               ,Pune,Ambegaon,Valati,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,23,17,11,31,0,0,0,0,0,0,0,0
27250105002,ZPPS KARMALA                                                                                                                                                                                                                                              ,Pune,Ambegaon,Valati,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,5,8,9,11,0,0,0,0,0,0,0,0
27250105003,NARSINGH VIDY RANJANI                                                                                                                                                                                                                                     ,Pune,Ambegaon,Valati,Private (Education Dept.),Private Aided,Up. Pr. Secondary and Higher Sec,Marathi,5,12,N,0,0,0,0,53,49,60,143,144,131,30,22
27250105004,NEW OXFORD INTERNATIONAL SCHOOL                                                                                                                                                                                                                           ,Pune,Ambegaon,Valati,Private (Education Dept.),Self-Financed,Primary with Upper Primary,"English, Hindi, Marathi, Urdu",1,8,N,12,9,5,7,1,0,0,0,0,0,0,0
27250105101,ZPPS THORANDALE                                                                                                                                                                                                                                           ,Pune,Ambegaon,Chandoli,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,8,N,22,23,31,28,25,31,25,38,0,0,0,0
27250105201,JADHAVWADI                                                                                                                                                                                                                                                ,Pune,Ambegaon,Chandoli,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,8,10,11,11,0,0,0,0,0,0,0,0
27250105301,ZPPS VALATI                                                                                                                                                                                                                                               ,Pune,Ambegaon,Valati,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,10,9,22,17,42,33,37,0,0,0,0,0
27250105302,ZPPS KATWANWASTI                                                                                                                                                                                                                                          ,Pune,Ambegaon,Valati,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,3,10,7,7,0,0,0,0,0,0,0,0
