schcd,school_name,distname,blkname,cluname,schmgt_desc,schmgtdet_desc,schcat_desc,school_medium,lowest_class,highest_class,school_close,Std_1,Std_2,Std_3,Std_4,Std_5,Std_6,Std_7,Std_8,Std_9,Std_10,Std_11,Std_12
27251008421,"SWAMI VIVEKANAND VIDYALAYA,ASADE                                                                                                                                                                                                                          ",Pune,Mulshi,Shere,Private (Education Dept.),Private Aided,Upper Pr. and Secondary,Marathi,5,10,N,0,0,0,0,21,16,36,30,27,25,0,0
27251008501,ZPPS GAWADEWADI                                                                                                                                                                                                                                           ,Pune,Mulshi,Shere,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,1,2,2,2,0,0,0,0,0,0,0,0
27251008601,ZPPS BHADAS                                                                                                                                                                                                                                               ,Pune,Mulshi,Shere,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,2,1,3,6,0,0,0,0,0,0,0,0
27251008701,ZPPS SHILESHWAR                                                                                                                                                                                                                                           ,Pune,Mulshi,Shere,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,3,0,3,1,0,0,0,0,0,0,0,0
27251008801,ZPPS AKOLE                                                                                                                                                                                                                                                ,Pune,Mulshi,Shere,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,1,4,7,3,0,0,0,0,0,0,0,0
27251008902,RIVERDALE INTERNATIONAL RESIDENTIAL SCHOOL RAWADE                                                                                                                                                                                                         ,Pune,Mulshi,Chale,Private (Education Dept.),Private Permanent Un-aided,Pr. with Up.Pr. sec. and H.Sec.,"English, Marathi, Urdu",1,12,N,2,0,2,2,1,9,12,16,9,16,0,7
27251009001,ZPPS VITTHALWADI                                                                                                                                                                                                                                          ,Pune,Mulshi,Chale,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,5,5,5,3,0,0,0,0,0,0,0,0
27251009101,ZPPS PAUD                                                                                                                                                                                                                                                 ,Pune,Mulshi,Chale,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,34,40,47,58,0,0,0,0,0,0,0,0
27251009102,"Shri Chh. Shivaji Vidyalaya & Jr. College, Paud                                                                                                                                                                                                           ",Pune,Mulshi,Chale,Private (Education Dept.),Private Aided,Up. Pr. Secondary and Higher Sec,Marathi,5,12,N,0,0,0,0,87,62,93,111,126,106,82,78
27251009103,ZPPS KATKARIWASTI                                                                                                                                                                                                                                         ,Pune,Mulshi,Chale,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,5,2,5,4,0,0,0,0,0,0,0,0
27251009122,"CENTRAL SECONDARY RESIDENTIAL SCHOOL,PAUD                                                                                                                                                                                                                 ",Pune,Mulshi,Chale,Social Welfare,Social Welfare Private Un-aided,Upper Pr. and Secondary,"English, Hindi, Marathi, Urdu",5,10,N,0,0,0,0,1,0,2,2,4,9,0,0
27251009123,ZEAL SCHOOL PAUD                                                                                                                                                                                                                                          ,Pune,Mulshi,Chale,Private (Education Dept.),Self-Financed,Primary,Marathi,1,5,N,28,27,29,19,35,0,0,0,0,0,0,0
27251009124,"PDEA English Medium Primary Shcool, Paud                                                                                                                                                                                                                  ",Pune,Mulshi,Chale,Private (Education Dept.),Self-Financed,Primary,"English, Hindi, Marathi, Urdu",1,5,N,44,38,37,39,27,0,0,0,0,0,0,0
27251009125,"Periwinkle English Medium School, Paud                                                                                                                                                                                                                    ",Pune,Mulshi,Chale,Private (Education Dept.),Self-Financed,Primary,"English, Hindi, Marathi, Urdu",1,5,N,26,13,9,9,13,0,0,0,0,0,0,0
27251009202,ZPPS MATEWADI                                                                                                                                                                                                                                             ,Pune,Mulshi,Urawade,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,7,18,5,15,0,0,0,0,0,0,0,0
27251009221,PIRAGUT ENG SCH PIRGUT                                                                                                                                                                                                                                    ,Pune,Mulshi,Urawade,Private (Education Dept.),Private Aided,Up. Pr. Secondary and Higher Sec,Marathi,5,12,N,0,0,0,0,122,249,263,341,334,320,530,485
27251009223,ZPPS PIRANGUT                                                                                                                                                                                                                                             ,Pune,Mulshi,Urawade,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,5,N,142,170,205,237,129,0,0,0,0,0,0,0
27251009225,VIDHYA BHAWAN ENG MED SCH PIRANGUT                                                                                                                                                                                                                        ,Pune,Mulshi,Urawade,Private (Education Dept.),Self-Financed,Pr. Up Pr. and Secondary Only,Marathi,1,10,N,129,80,89,96,99,82,79,89,72,79,0,0
27251009226,SUDARSHAN VIDHYA MANDIR PIRANGUT                                                                                                                                                                                                                          ,Pune,Mulshi,Urawade,Private (Education Dept.),Self-Financed,Pr. Up Pr. and Secondary Only,Marathi,1,10,N,105,114,88,90,106,119,129,124,100,85,0,0
27251009227,SANSKAR PRIMARY SCHOOL PIRANGUT                                                                                                                                                                                                                           ,Pune,Mulshi,Urawade,Private (Education Dept.),Self-Financed,Pr. with Up.Pr. sec. and H.Sec.,Marathi,1,12,N,58,70,59,50,55,56,58,53,42,0,0,0
27251009228,Mamasaheb Mohol Memorial  School                                                                                                                                                                                                                          ,Pune,Mulshi,Urawade,Private (Education Dept.),Self-Financed,Pr. Up Pr. and Secondary Only,Marathi,1,10,N,63,53,48,47,46,46,39,48,26,32,0,0
27251009229,CHANAKYA JUNIOR COLLEGE                                                                                                                                                                                                                                   ,Pune,Mulshi,Urawade,Private (Education Dept.),Self-Financed,Higher Secondary only/Jr. College,"English, Marathi, Urdu",11,12,N,0,0,0,0,0,0,0,0,0,0,188,161
27251009230,"PDEA English Medium Primary School , Pirangut                                                                                                                                                                                                             ",Pune,Mulshi,Urawade,Private (Education Dept.),Self-Financed,Primary,"English, Hindi, Marathi, Urdu",1,5,N,39,51,38,34,18,0,0,0,0,0,0,0
27251009301,ZPPS KASARAMBOLI                                                                                                                                                                                                                                          ,Pune,Mulshi,Urawade,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,24,23,34,24,0,0,0,0,0,0,0,0
27251009302,ZPPS SHINDEWADI                                                                                                                                                                                                                                           ,Pune,Mulshi,Urawade,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,39,33,50,52,0,0,0,0,0,0,0,0
27251009303,ZPPS MANKARWADI                                                                                                                                                                                                                                           ,Pune,Mulshi,Urawade,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,5,N,7,10,5,10,7,0,0,0,0,0,0,0
27251009304,ZPPS BHAWANINAGAR                                                                                                                                                                                                                                         ,Pune,Mulshi,Urawade,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,16,7,7,10,0,0,0,0,0,0,0,0
27251009305,ZPPS SUTARWADI                                                                                                                                                                                                                                            ,Pune,Mulshi,Urawade,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,8,N,21,24,33,39,82,57,49,50,0,0,0,0
27251009321,M. E. S. RANI LAXMIBAI MULINCHI SAINIKI SHALA & JR. COLLEGE                                                                                                                                                                                               ,Pune,Mulshi,Urawade,Private (Education Dept.),Private Aided,Up. Pr. Secondary and Higher Sec,Marathi,5,12,N,0,0,0,0,0,84,93,93,93,88,67,49
27251009322,HERITAGE INTERNATIONAL SCHOOL KASARAMBOLI                                                                                                                                                                                                                 ,Pune,Mulshi,Urawade,Private (Education Dept.),Private Permanent Un-aided,Pr. Up Pr. and Secondary Only,"English, Marathi",1,10,N,68,85,51,55,62,41,45,47,33,40,0,0
27251009323,ELITE INTERNATIONAL SCHOOL                                                                                                                                                                                                                                ,Pune,Mulshi,Urawade,Private (Education Dept.),Self-Financed,Primary,Marathi,1,5,N,25,29,32,30,32,1,0,0,0,0,0,0
27251009401,ZPPS RAWADEWADI                                                                                                                                                                                                                                           ,Pune,Mulshi,Chale,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,6,4,3,9,0,0,0,0,0,0,0,0
27251009501,ZPPS  KONDHAWALE                                                                                                                                                                                                                                          ,Pune,Mulshi,Kondhawale,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,3,2,2,4,7,5,9,0,0,0,0,0
27251009601,ZPPS KALAMSHET                                                                                                                                                                                                                                            ,Pune,Mulshi,Kondhawale,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,4,1,2,4,0,0,0,0,0,0,0,0
27251009721,MAMASAHEB MOHAL VIDY                                                                                                                                                                                                                                      ,Pune,Mulshi,Shere,Private (Education Dept.),Private Aided,Upper Pr. and Secondary,"English, Hindi, Marathi, Urdu",5,10,N,0,0,0,0,6,13,8,21,25,17,0,0
27251009722,ZPPS SHERE                                                                                                                                                                                                                                                ,Pune,Mulshi,Shere,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,5,4,5,14,0,0,0,0,0,0,0,0
27251009801,ZPPS BODAKEWADI                                                                                                                                                                                                                                           ,Pune,Mulshi,Kondhawale,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,0,0,0,1,0,0,0,0,0,0,0,0
27251009803,ZPPS MANDEDE                                                                                                                                                                                                                                              ,Pune,Mulshi,Kondhawale,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,4,3,5,3,2,4,2,0,0,0,0,0
27251009901,ZPPS KUDALEWADI                                                                                                                                                                                                                                           ,Pune,Mulshi,Kondhawale,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,0,2,3,0,0,0,0,0,0,0,0,0
27251009902,ZPPS AANDESHE                                                                                                                                                                                                                                             ,Pune,Mulshi,Kondhawale,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,8,N,4,4,1,3,5,5,2,0,0,0,0,0
27251010001,ZPPS CHINCHWAD                                                                                                                                                                                                                                            ,Pune,Mulshi,Kondhawale,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,5,N,2,5,1,4,0,0,0,0,0,0,0,0
27251010101,ZPPS KHECHARE                                                                                                                                                                                                                                             ,Pune,Mulshi,Kondhawale,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,5,4,5,2,6,2,4,0,0,0,0,0
27251010121,APPASAHEB DHAMALE VIDY                                                                                                                                                                                                                                    ,Pune,Mulshi,Kondhawale,Private (Education Dept.),Private Aided,Upper Pr. and Secondary,Marathi,8,10,N,0,0,0,0,0,0,0,26,32,24,0,0
27251010201,ZPPS BELAWADE                                                                                                                                                                                                                                             ,Pune,Mulshi,Kondhawale,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,7,3,7,9,9,8,11,0,0,0,0,0
27251010301,ZPPS MARNEWADI                                                                                                                                                                                                                                            ,Pune,Mulshi,Mutha,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,4,0,7,4,0,0,0,0,0,0,0,0
27251010401,ZPPS KALBHORWADI                                                                                                                                                                                                                                          ,Pune,Mulshi,Urawade,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,3,3,3,7,0,0,0,0,0,0,0,0
27251010402,ZPPS GADEWADI                                                                                                                                                                                                                                             ,Pune,Mulshi,Urawade,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,5,13,3,3,0,0,0,0,0,0,0,0
27251010403,ZPPS CHORGHEWADI                                                                                                                                                                                                                                          ,Pune,Mulshi,Urawade,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,5,9,5,5,0,0,0,0,0,0,0,0
27251010404,ZPPS URAWADE                                                                                                                                                                                                                                              ,Pune,Mulshi,Urawade,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,30,33,46,43,26,24,17,0,0,0,0,0
27251010421,HIGH SCH URAWADE                                                                                                                                                                                                                                          ,Pune,Mulshi,Urawade,Private (Education Dept.),Private Aided,Pr. with Up.Pr. sec. and H.Sec.,Marathi,5,12,N,0,0,0,0,36,45,59,73,89,59,20,23
27251010501,ZPPS MUKAIWADI                                                                                                                                                                                                                                            ,Pune,Mulshi,Urawade,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,5,N,5,4,10,3,0,0,0,0,0,0,0,0
27251010601,ZPPS BOTARWADI                                                                                                                                                                                                                                            ,Pune,Mulshi,Urawade,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,14,5,6,11,10,6,10,0,0,0,0,0
27251010701,ZPPS BHILAREWADI                                                                                                                                                                                                                                          ,Pune,Mulshi,Mutha,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,0,2,1,1,0,0,0,0,0,0,0,0
27251010702,ZPPS AMBEGAON                                                                                                                                                                                                                                             ,Pune,Mulshi,Mutha,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,6,4,3,5,0,0,0,0,0,0,0,0
27251010802,ZPPS MANDAVKHADAK                                                                                                                                                                                                                                         ,Pune,Mulshi,Kolawade,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,0,1,1,1,0,0,0,0,0,0,0,0
27251010803,ZPPS WEGAREWADI                                                                                                                                                                                                                                           ,Pune,Mulshi,Kolawade,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,1,2,1,2,0,0,0,0,0,0,0,0
27251010901,ZPPS LAVHARDE                                                                                                                                                                                                                                             ,Pune,Mulshi,Kolawade,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,4,8,7,3,0,0,0,0,0,0,0,0
27251011001,ZPPS KOLAWADE                                                                                                                                                                                                                                             ,Pune,Mulshi,Kolawade,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,2,1,1,3,0,0,0,0,0,0,0,0
27251011002,ZPPS ZHADACHIWADI                                                                                                                                                                                                                                         ,Pune,Mulshi,Kolawade,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,2,0,1,4,0,0,0,0,0,0,0,0
27251011021,Madhymik Vidhalaya Kolawade                                                                                                                                                                                                                               ,Pune,Mulshi,Kolawade,Private (Education Dept.),Private Aided,Pr. Up Pr. and Secondary Only,Marathi,5,10,N,0,0,0,0,3,6,6,5,9,5,0,0
27251011101,ZPPS KHARAWADE                                                                                                                                                                                                                                            ,Pune,Mulshi,Aandgaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,3,8,7,9,0,0,0,0,0,0,0,0
27251011201,ZPPS AANDGAON                                                                                                                                                                                                                                             ,Pune,Mulshi,Aandgaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,4,7,6,3,0,0,0,0,0,0,0,0
27251011202,ZPPS AATALWADI                                                                                                                                                                                                                                            ,Pune,Mulshi,Aandgaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,0,1,0,0,0,0,0,0,0,0,0,0
27251011221,VIDYA VIKAS MANDIR AANDGAON                                                                                                                                                                                                                               ,Pune,Mulshi,Aandgaon,Private (Education Dept.),Private Aided,Upper Pr. and Secondary,Marathi,5,10,N,0,0,0,0,28,26,44,28,28,33,0,0
27251011301,ZPPS MUTHA                                                                                                                                                                                                                                                ,Pune,Mulshi,Mutha,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,6,8,3,6,0,0,0,0,0,0,0,0
27251011321,MAMASAHEB MOHOL VIDYA                                                                                                                                                                                                                                     ,Pune,Mulshi,Mutha,Private (Education Dept.),Private Aided,Upper Pr. and Secondary,Marathi,5,10,N,0,0,0,0,7,15,14,14,12,5,0,0
27251011401,ZPPS BHAREKARWADI                                                                                                                                                                                                                                         ,Pune,Mulshi,Mutha,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,3,0,2,0,0,0,0,0,0,0,0,0
27251011501,ZPPS MOREWADI                                                                                                                                                                                                                                             ,Pune,Mulshi,Mutha,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,2,0,1,3,0,0,0,0,0,0,0,0
27251011601,ZPPS KATAWADI                                                                                                                                                                                                                                             ,Pune,Mulshi,Mutha,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,1,0,2,1,0,0,0,0,0,0,0,0
27251011701,ZPPS DAWAJE                                                                                                                                                                                                                                               ,Pune,Mulshi,Mutha,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,2,7,1,4,0,0,0,0,0,0,0,0
27251011801,ZPPS KONDHUR                                                                                                                                                                                                                                              ,Pune,Mulshi,Mutha,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,8,4,4,7,14,7,8,0,0,0,0,0
27251011821,AMRUTESHWAR MAD VID                                                                                                                                                                                                                                       ,Pune,Mulshi,Mutha,Private (Education Dept.),Private Partially aided,Upper Pr. and Secondary,Marathi,8,10,N,0,0,0,0,0,0,0,22,49,36,0,0
27251011901,ZPPS JATEDE                                                                                                                                                                                                                                               ,Pune,Mulshi,Mutha,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,6,1,5,2,0,0,0,0,0,0,0,0
27251012001,ZPPS MALEGAON                                                                                                                                                                                                                                             ,Pune,Mulshi,Mutha,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,2,1,1,3,0,0,0,0,0,0,0,0
27251012101,ZPPS WANJALE                                                                                                                                                                                                                                              ,Pune,Mulshi,Aandgaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,2,1,4,1,0,0,0,0,0,0,0,0
27251012201,ZPPS WATUNDE                                                                                                                                                                                                                                              ,Pune,Mulshi,Aandgaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,0,7,0,5,0,0,0,0,0,0,0,0
27251012202,ZPPS PADHARWADI                                                                                                                                                                                                                                           ,Pune,Mulshi,Aandgaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,4,2,4,1,0,0,0,0,0,0,0,0
27251012301,ZPPS BHODE                                                                                                                                                                                                                                                ,Pune,Mulshi,Aandgaon,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,3,3,3,2,0,0,0,0,0,0,0,0
27251012401,ZPPS SIDDHESHWAR                                                                                                                                                                                                                                          ,Pune,Mulshi,Kolawade,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,0,1,2,3,0,0,0,0,0,0,0,0
27251012501,ZPPS KANGURMAL                                                                                                                                                                                                                                            ,Pune,Mulshi,Kolawade,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,2,0,0,3,0,0,0,0,0,0,0,0
27251012502,ZPPS MURHAKHARAB                                                                                                                                                                                                                                          ,Pune,Mulshi,Kolawade,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,2,0,2,2,0,0,0,0,0,0,0,0
27251012601,ZPPS DHAMANOHOL                                                                                                                                                                                                                                           ,Pune,Mulshi,Aadmal,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,8,N,1,0,5,3,1,1,0,3,0,0,0,0
27251012801,ZPPS MUGAON                                                                                                                                                                                                                                               ,Pune,Mulshi,Aadmal,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,5,N,12,5,7,11,11,0,0,0,0,0,0,0
27251012901,ZPPS BHOINI                                                                                                                                                                                                                                               ,Pune,Mulshi,Aadmal,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,4,3,5,4,0,0,0,0,0,0,0,0
27251013001,ZPPS DASAVE                                                                                                                                                                                                                                               ,Pune,Mulshi,Aadmal,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,8,N,3,11,4,14,11,11,17,14,0,0,0,0
27251013002,ZPPS RAMNAGAR                                                                                                                                                                                                                                             ,Pune,Mulshi,Aadmal,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,0,0,1,0,0,0,0,0,0,0,0,0
27251013003,Dasve Public school                                                                                                                                                                                                                                       ,Pune,Mulshi,Aadmal,Private (Education Dept.),Self-Financed,Pr. Up Pr. and Secondary Only,Marathi,1,10,N,19,15,23,20,13,13,14,14,26,13,0,0
27251013301,ZPPS GADALE                                                                                                                                                                                                                                               ,Pune,Mulshi,Aadmal,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,2,1,1,1,0,0,0,0,0,0,0,0
27251013302,ZPPS DUDWAN                                                                                                                                                                                                                                               ,Pune,Mulshi,Aadmal,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,0,0,1,1,0,0,0,0,0,0,0,0
27251013501,ZPPS BHORDEV                                                                                                                                                                                                                                              ,Pune,Mulshi,Aadmal,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,0,1,0,0,0,0,0,0,0,0,0,0
27251013701,ZPPS PALSE(ADMAL)                                                                                                                                                                                                                                         ,Pune,Mulshi,Aadmal,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,0,0,0,1,0,0,0,0,0,0,0,0
27251014001,ZPPS DONHEWADI                                                                                                                                                                                                                                            ,Pune,Mulshi,Aadmal,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,3,0,0,1,0,0,0,0,0,0,0,0
27251014201,ZPPS MOSE KHU                                                                                                                                                                                                                                             ,Pune,Mulshi,Aadmal,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,2,0,2,2,0,0,0,0,0,0,0,0
27251014301,ZPPS SAIV KHU                                                                                                                                                                                                                                             ,Pune,Mulshi,Aadmal,Local Body,Zilla Parishad (Primary),Primary,Marathi,1,4,N,2,1,2,1,0,0,0,0,0,0,0,0
27251014501,ZPPS TATHWADE                                                                                                                                                                                                                                             ,Pune,Mulshi,Marunji,Local Body,Zilla Parishad (Primary),Primary with Upper Primary,Marathi,1,7,N,39,71,86,68,65,70,88,0,0,0,0,0
27251014521,"NURSIGH VIDYALAY ,TATHAWADE                                                                                                                                                                                                                               ",Pune,Mulshi,Marunji,Private (Education Dept.),Private Aided,Upper Pr. and Secondary,Marathi,8,10,N,0,0,0,0,0,0,0,83,78,77,0,0
27251014522,"JSPMS BLOSSOM PUBLIC SCHOOL, TATHAWADE                                                                                                                                                                                                                    ",Pune,Mulshi,Marunji,Private (Education Dept.),Self-Financed,Pr. with Up.Pr. sec. and H.Sec.,Marathi,1,12,N,287,308,328,320,356,340,378,367,310,340,55,105
27251014523,ASHWINI INTERNATIONAL SCHOOL                                                                                                                                                                                                                              ,Pune,Mulshi,Marunji,Private (Education Dept.),Private Permanent Un-aided,Pr. Up Pr. and Secondary Only,"English, Marathi, Urdu",1,10,N,100,101,95,88,107,120,87,66,55,29,0,0
27251014524,GLORY ENGLISH MEDIUM SCHOOL                                                                                                                                                                                                                               ,Pune,Mulshi,Marunji,Private (Education Dept.),Self-Financed,Pr. Up Pr. and Secondary Only,Marathi,1,10,N,54,52,54,56,33,41,41,42,30,28,0,0
27251014525,PODAR INTERNATIONAL SCHOOL                                                                                                                                                                                                                                ,Pune,Mulshi,Marunji,Private (Education Dept.),Self-Financed,Pr. with Up.Pr. sec. and H.Sec.,"English, Hindi, Marathi, Urdu",1,12,N,314,367,307,272,227,198,154,120,104,110,0,0
27251014527,The Academy School                                                                                                                                                                                                                                        ,Pune,Mulshi,Marunji,Private (Education Dept.),Self-Financed,Pr. Up Pr. and Secondary Only,"English, Hindi, Marathi, Urdu",1,10,N,44,53,66,72,53,56,49,34,20,0,0,0
27251014528,ORCHIDS THE INTERNATIONAL SCHOOL                                                                                                                                                                                                                          ,Pune,Mulshi,Marunji,Private (Education Dept.),Self-Financed,Pr. with Up.Pr. sec. and H.Sec.,"English, Hindi, Marathi, Urdu",1,12,N,209,0,0,0,0,0,0,0,0,0,0,0
27251014601,ZPPS SUS                                                                                                                                                                                                                                                  ,Pune,Mulshi,Bhugaon,Local Body,Municipal Corporation,Primary with Upper Primary,Marathi,1,7,N,97,110,117,169,130,98,157,0,0,0,0,0
27251014621,NEW ENGLISH SCH SUSGAON                                                                                                                                                                                                                                   ,Pune,Mulshi,Bhugaon,Private (Education Dept.),Private Partially aided,Upper Pr. and Secondary,Marathi,8,10,N,0,0,0,0,0,0,0,66,84,70,0,0
27251014622,DISHA FOUNDATION SANCHALIT DOLPHIN ENG MED SCH SUSGAON                                                                                                                                                                                                    ,Pune,Mulshi,Bhugaon,Private (Education Dept.),Self-Financed,Primary with Upper Primary,Marathi,1,8,N,49,62,55,53,32,44,30,33,0,0,0,0
27251014624,VIDYA VALLEY SCHOOL SUS                                                                                                                                                                                                                                   ,Pune,Mulshi,Bhugaon,Private (Education Dept.),Self-Financed,Pr. Up Pr. and Secondary Only,Marathi,1,10,N,152,157,161,170,166,151,146,136,111,91,0,0
27251014625,PERIWINKAL ENGLISH MEDIUM SCHOOL SUSGAON                                                                                                                                                                                                                  ,Pune,Mulshi,Bhugaon,Private (Education Dept.),Self-Financed,Pr. with Up.Pr. sec. and H.Sec.,Marathi,1,12,N,99,92,98,82,77,84,59,67,63,47,32,17
27251014626,VIBGYOR HIGH SUS                                                                                                                                                                                                                                          ,Pune,Mulshi,Bhugaon,Private (Education Dept.),Self-Financed,Primary with Upper Primary,"English, Marathi, Urdu",1,8,N,161,121,134,138,167,169,161,155,0,0,0,0
27251014701,ZPPS BAWDHAN BK1                                                                                                                                                                                                                                          ,Pune,Mulshi,Bhugaon,Local Body,Municipal Corporation,Primary with Upper Primary,Marathi,1,7,N,46,64,59,75,83,66,67,0,0,0,0,0
27251014722,ZPPS BAWDHAN BK 2  GIRL SCH                                                                                                                                                                                                                               ,Pune,Mulshi,Bhugaon,Local Body,Municipal Corporation,Primary with Upper Primary,Marathi,1,7,N,54,62,72,78,81,66,63,0,0,0,0,0
27251014723,MADHYAMIK VIDHY BAUDHAN BK                                                                                                                                                                                                                                ,Pune,Mulshi,Bhugaon,Private (Education Dept.),Private Aided,Upper Pr. and Secondary,Marathi,8,10,N,0,0,0,0,0,0,0,165,185,157,0,0
27251014724,Periwinkle English Medium School  (Bavdhan)                                                                                                                                                                                                               ,Pune,Mulshi,Bhugaon,Private (Education Dept.),Self-Financed,Pr. Up Pr. and Secondary Only,Marathi,1,10,N,104,95,101,112,93,109,98,99,91,120,0,0
27251014726,SURYADATTA NATIONAL SCHOOL                                                                                                                                                                                                                                ,Pune,Mulshi,Bhugaon,Private (Education Dept.),Self-Financed,Pr. with Up.Pr. sec. and H.Sec.,"English, Hindi, Marathi, Urdu",1,12,N,28,44,50,27,26,20,26,8,12,15,0,7
27251014727,SURYADATTA PUBLIC SCHOOL                                                                                                                                                                                                                                  ,Pune,Mulshi,Bhugaon,Private (Education Dept.),Private Un-aided,Higher Secondary only/Jr. College,Marathi,11,12,N,0,0,0,0,0,0,0,0,0,0,272,287
27251014728,Suryadatta Junior College of Arts Commerce and Science                                                                                                                                                                                                    ,Pune,Mulshi,Bhugaon,Private (Education Dept.),Self-Financed,Higher secondary with senior college,Marathi,11,12,N,0,0,0,0,0,0,0,0,0,0,126,231
27251014730,RYAN INTERNATIONAL SCHOOL                                                                                                                                                                                                                                 ,Pune,Mulshi,Bhugaon,Private (Education Dept.),Self-Financed,Primary with Upper Primary,Marathi,1,8,N,60,83,82,75,103,99,125,136,0,0,0,0
27251014731,ARIHANT ARTS COMMERCE & SCIENCE JR COLLEGE                                                                                                                                                                                                                ,Pune,Mulshi,Bhugaon,Private (Education Dept.),Self-Financed,Higher Secondary only/Jr. College,Marathi,11,12,N,0,0,0,0,0,0,0,0,0,0,431,142
27251014732,AVASARA ACADEMY                                                                                                                                                                                                                                           ,Pune,Mulshi,Bhugaon,Private (Education Dept.),Self-Financed,Upper Primary only,"English, Hindi, Marathi, Urdu",6,8,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
